Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Study_Efficiency,Internet_Usage_Hours,Gender_Male,Result,Result_Label,Grade_Label
6.1,82.1,48.2,92.8,90,0.88,1.9,0,1,Pass,A
3.5,76.3,34.3,65.7,60,0.57,3.2,0,1,Pass,C
5.3,75.6,31.5,44.4,40,0.93,1.1,0,0,Fail,D
4.0,92.4,38.8,71.8,75,0.58,5.6,1,1,Pass,B
6.2,76.3,43.7,78.8,75,0.93,3.2,0,1,Pass,B
6.7,61.1,49.5,86.9,60,0.52,3.2,0,1,Pass,C
6.7,62.3,44.8,88.0,90,0.66,8.0,0,1,Pass,A
6.7,80.7,46.9,80.2,75,0.76,4.8,0,1,Pass,B
5.7,98.4,44.9,79.0,75,0.63,2.1,1,1,Pass,B
1.5,87.5,31.3,86.9,60,0.79,4.4,0,1,Pass,C
3.1,74.6,43.0,97.7,90,0.98,6.8,1,1,Pass,A
5.4,97.5,37.5,56.5,60,0.68,4.4,0,1,Pass,C
3.8,86.5,41.9,74.7,75,0.97,5.6,0,1,Pass,B
2.6,93.8,32.1,58.5,60,0.93,3.8,0,1,Pass,C
5.5,90.6,45.5,84.7,75,0.83,1.7,1,1,Pass,B
3.9,75.2,28.2,42.9,40,0.93,4.9,0,0,Fail,D
6.3,79.1,27.4,42.8,40,0.74,4.9,0,0,Fail,D
5.2,67.4,43.8,88.7,90,0.79,6.5,0,1,Pass,A
2.2,80.7,31.4,66.1,60,0.55,2.2,1,1,Pass,C
9.3,80.7,45.9,60.5,60,0.56,1.4,0,1,Pass,C
6.7,95.8,50.1,76.5,75,0.76,6.6,1,1,Pass,B
7.4,89.0,48.3,82.1,75,0.93,6.1,0,1,Pass,B
2.0,78.6,27.5,86.9,40,0.99,5.6,0,0,Fail,D
8.0,63.5,37.7,51.1,40,0.93,5.6,0,0,Fail,D
8.3,62.3,52.1,97.5,90,0.92,5.6,0,1,Pass,A
6.7,75.0,45.9,75.4,75,0.98,5.6,0,1,Pass,B
2.0,78.6,30.9,86.9,40,0.93,1.8,1,0,Fail,D
6.8,84.4,48.5,88.1,90,0.59,7.6,0,1,Pass,A
6.7,60.3,44.5,71.5,75,0.82,1.7,0,1,Pass,B
6.7,99.6,49.5,54.5,40,0.81,2.0,1,0,Fail,D
6.7,74.6,36.8,52.4,40,0.77,1.3,0,0,Fail,D
5.1,93.9,38.7,63.8,60,0.7,7.7,1,1,Pass,C
5.8,81.4,47.2,86.9,75,0.83,4.7,0,1,Pass,B
1.3,65.2,22.2,43.7,40,0.98,5.6,1,0,Fail,D
6.8,91.9,38.7,86.9,40,0.58,1.4,1,0,Fail,D
1.7,88.4,40.3,93.6,90,0.99,5.7,0,1,Pass,A
4.9,81.1,32.1,47.3,40,0.97,4.2,0,0,Fail,D
3.6,80.6,38.6,77.8,75,0.51,7.1,0,1,Pass,B
5.9,63.5,34.0,52.8,40,0.8,2.1,0,0,Fail,D
2.2,86.2,35.9,76.4,75,0.59,3.1,1,1,Pass,B
7.2,96.4,42.9,63.0,60,0.61,1.5,1,1,Pass,C
8.2,63.7,36.6,46.1,40,0.62,3.2,1,0,Fail,D
2.5,70.5,34.5,86.9,75,0.89,1.4,1,1,Pass,B
1.9,96.1,37.7,81.0,75,0.96,5.6,0,1,Pass,B
2.3,71.4,36.0,86.9,40,0.6,1.4,0,0,Fail,D
8.9,86.2,49.9,86.9,75,0.61,6.0,0,1,Pass,B
5.8,81.4,40.7,70.0,75,0.57,5.0,1,1,Pass,B
5.2,83.9,40.2,71.2,75,0.82,1.6,1,1,Pass,B
2.0,76.6,35.1,78.1,75,0.61,3.9,0,1,Pass,B
6.8,72.0,45.2,81.4,75,0.58,3.9,1,1,Pass,B
8.8,61.9,47.6,79.3,75,0.98,5.1,0,1,Pass,B
8.5,89.8,48.5,75.2,75,0.52,2.3,1,1,Pass,B
6.6,89.8,37.0,49.4,40,0.52,5.6,0,0,Fail,D
1.7,86.8,27.9,52.6,40,0.91,5.9,1,0,Fail,D
2.0,85.7,29.2,86.9,60,0.55,4.8,1,1,Pass,C
6.7,69.7,38.3,86.9,90,0.68,1.6,1,1,Pass,A
3.3,60.9,38.4,85.6,90,0.79,2.5,1,1,Pass,A
2.2,92.3,49.5,73.2,75,0.75,5.6,1,1,Pass,B
3.3,79.6,31.1,55.1,60,0.83,1.3,1,1,Pass,C
4.5,72.3,30.2,46.7,40,0.99,5.6,1,0,Fail,D
9.5,64.1,53.6,93.9,90,0.93,5.9,1,1,Pass,A
6.5,62.5,47.3,93.6,90,0.87,7.6,0,1,Pass,A
8.5,74.0,38.4,46.6,40,0.99,5.1,0,0,Fail,D
7.4,92.2,50.4,87.8,90,0.52,2.8,1,1,Pass,A
2.0,96.7,33.7,86.9,60,0.93,4.7,1,1,Pass,C
7.6,80.7,42.6,59.4,60,0.67,5.6,0,1,Pass,C
3.5,96.8,42.0,84.3,75,1.0,7.1,0,1,Pass,B
6.8,96.3,46.3,76.9,75,0.96,5.6,0,1,Pass,B
4.1,81.1,49.5,86.9,90,0.82,8.0,1,1,Pass,A
10.0,68.8,40.2,44.5,40,0.86,5.1,1,0,Fail,D
3.4,91.9,33.7,59.1,60,0.8,5.4,1,1,Pass,C
3.5,68.5,31.6,59.2,60,0.8,3.3,1,1,Pass,C
9.4,70.7,43.8,59.8,60,0.79,2.4,1,1,Pass,C
1.2,69.3,30.4,86.9,75,0.95,7.0,0,1,Pass,B
7.3,80.6,39.8,86.9,60,0.8,5.3,0,1,Pass,C
7.5,72.9,42.3,66.7,60,0.76,7.4,1,1,Pass,C
8.5,80.7,42.2,62.1,60,0.55,7.8,1,1,Pass,C
9.8,78.1,49.5,84.1,75,0.93,7.2,1,1,Pass,B
6.7,95.0,52.0,86.9,75,0.71,2.2,1,1,Pass,B
1.6,80.7,35.2,86.9,75,0.66,7.6,0,1,Pass,B
6.7,95.1,42.1,86.9,75,0.83,4.4,0,1,Pass,B
6.8,67.8,38.2,86.9,60,0.69,4.1,1,1,Pass,C
6.8,80.7,41.9,86.9,40,0.93,6.4,0,0,Fail,D
6.7,83.0,26.6,46.5,40,0.78,7.5,1,0,Fail,D
6.7,78.5,38.4,55.9,60,0.78,7.5,0,1,Pass,C
9.8,86.4,41.4,43.9,40,0.8,1.2,1,0,Fail,D
9.2,91.8,49.5,76.2,75,0.54,5.6,0,1,Pass,B
5.0,90.1,49.0,99.9,90,0.77,3.0,1,1,Pass,A
1.4,97.7,26.4,46.0,40,0.51,7.5,1,0,Fail,D
4.3,75.9,49.5,89.3,90,0.96,7.7,0,1,Pass,A
8.4,68.3,37.8,47.1,40,0.93,5.6,1,0,Fail,D
7.3,82.0,46.9,80.2,75,0.63,3.8,1,1,Pass,B
5.1,64.4,40.2,78.6,75,0.73,5.0,1,1,Pass,B
1.5,71.6,38.4,94.2,90,0.68,8.0,0,1,Pass,A
4.8,68.3,30.5,86.9,40,0.65,3.7,0,0,Fail,D
5.2,75.9,49.5,58.9,60,0.88,7.2,1,1,Pass,C
9.4,80.7,38.9,45.4,40,0.56,5.4,0,0,Fail,D
6.8,61.3,39.1,64.4,60,0.59,2.4,1,1,Pass,C
6.7,86.3,44.6,94.7,90,0.93,3.1,1,1,Pass,A
5.7,84.4,45.9,86.9,90,0.58,5.2,0,1,Pass,A
1.6,88.3,37.0,83.4,75,0.85,3.6,0,1,Pass,B
9.8,86.4,49.8,72.0,75,0.67,5.8,0,1,Pass,B
4.2,64.6,42.8,93.0,90,0.93,5.1,0,1,Pass,A
5.3,80.7,49.5,67.0,60,0.93,1.3,1,1,Pass,C
4.2,65.2,29.6,49.0,40,0.69,4.4,0,0,Fail,D
7.1,93.7,49.5,90.3,90,0.59,6.1,1,1,Pass,A
7.0,89.9,40.0,56.8,60,0.75,5.1,0,1,Pass,C
7.4,68.1,34.6,43.2,40,0.62,7.7,0,0,Fail,D
3.4,73.7,28.4,47.6,40,0.65,5.6,1,0,Fail,D
3.8,98.7,49.5,76.4,75,0.68,2.7,0,1,Pass,B
2.1,83.8,35.5,86.9,75,0.72,6.8,0,1,Pass,B
6.9,80.7,39.7,55.6,60,0.68,3.0,1,1,Pass,C
1.4,70.6,34.9,83.6,75,0.92,2.0,1,1,Pass,B
6.4,68.4,45.6,86.4,90,0.68,4.5,1,1,Pass,A
6.7,80.7,55.3,95.2,90,0.93,7.9,0,1,Pass,A
9.0,87.4,49.3,75.1,75,0.86,1.3,1,1,Pass,B
5.0,80.7,44.8,86.8,90,0.51,6.5,1,1,Pass,A
5.1,82.1,44.0,85.2,90,0.75,6.0,1,1,Pass,A
1.7,80.7,28.3,55.5,40,0.61,2.3,0,0,Fail,D
7.0,89.4,49.5,58.6,60,0.78,7.7,0,1,Pass,C
8.4,70.8,49.5,68.7,60,0.55,7.7,0,1,Pass,C
3.2,74.1,26.1,41.1,40,0.58,5.0,1,0,Fail,D
4.8,94.9,36.4,57.8,40,0.5,3.7,0,0,Fail,D
8.5,72.4,44.8,68.4,60,0.75,3.8,1,1,Pass,C
6.7,81.9,39.9,46.5,40,0.92,4.7,1,0,Fail,D
3.2,88.1,29.5,47.6,40,0.65,5.6,1,0,Fail,D
6.0,100.0,42.3,67.8,60,0.86,5.6,1,1,Pass,C
2.7,80.7,38.3,83.9,75,0.95,4.1,1,1,Pass,B
1.9,77.1,38.5,90.0,90,0.93,5.6,1,1,Pass,A
6.7,93.7,49.6,72.8,75,0.66,3.2,1,1,Pass,B
8.4,92.2,46.6,68.5,60,0.93,5.6,0,1,Pass,C
6.7,89.2,43.4,63.1,60,0.68,2.6,1,1,Pass,C
1.4,78.5,26.1,51.6,40,0.5,2.9,0,0,Fail,D
6.7,73.0,39.1,76.4,90,0.76,2.6,0,1,Pass,A
4.9,84.3,44.5,86.9,40,0.93,6.8,1,0,Fail,D
4.1,95.0,49.5,86.9,60,0.75,8.0,1,1,Pass,C
6.7,95.4,47.6,87.4,90,0.83,7.3,1,1,Pass,A
1.8,64.3,34.7,82.2,75,0.77,7.0,1,1,Pass,B
7.8,80.7,41.9,51.6,40,0.57,3.1,0,0,Fail,D
6.7,78.6,41.4,70.6,75,0.91,7.8,0,1,Pass,B
2.7,99.1,35.3,66.6,60,0.91,4.5,1,1,Pass,C
2.7,87.1,33.7,65.4,60,0.8,5.6,0,1,Pass,C
2.7,76.3,34.8,86.9,75,0.51,2.2,0,1,Pass,B
1.5,61.0,38.8,98.9,90,0.99,5.1,1,1,Pass,A
6.3,82.6,47.5,88.8,90,0.93,7.3,0,1,Pass,A
8.6,63.8,49.5,94.2,90,0.53,6.4,0,1,Pass,A
1.2,93.4,24.3,86.9,40,0.57,2.2,1,0,Fail,D
1.4,90.1,49.5,48.4,40,0.93,3.6,1,0,Fail,D
6.2,78.4,33.8,45.1,40,0.51,2.5,0,0,Fail,D
8.4,77.2,41.3,55.8,60,0.93,5.6,0,1,Pass,C
3.9,95.9,37.3,66.5,60,0.92,3.0,0,1,Pass,C
4.1,71.5,49.5,78.5,75,1.0,1.0,0,1,Pass,B
6.7,70.0,40.8,70.0,75,0.93,7.8,1,1,Pass,B
3.5,97.6,45.0,94.2,90,0.98,5.6,1,1,Pass,A
1.2,92.4,49.5,96.4,90,0.72,6.5,0,1,Pass,A
7.6,80.7,49.5,49.8,40,0.66,3.8,1,0,Fail,D
6.6,67.8,47.3,91.2,90,0.72,4.7,0,1,Pass,A
6.2,80.7,39.6,68.9,60,0.68,7.4,1,1,Pass,C
7.7,61.0,41.7,67.2,60,0.56,6.7,1,1,Pass,C
7.1,69.5,47.3,87.1,90,0.9,6.0,1,1,Pass,A
2.9,91.0,28.6,45.6,40,0.82,7.2,1,0,Fail,D
4.2,69.6,43.2,92.9,90,0.93,2.4,1,1,Pass,A
6.7,89.2,37.2,86.9,75,0.73,8.0,0,1,Pass,B
6.7,70.1,39.2,92.5,90,0.57,6.8,0,1,Pass,A
7.1,75.8,51.7,99.7,90,0.89,2.8,0,1,Pass,A
8.7,99.3,48.7,71.1,75,0.59,5.6,1,1,Pass,B
9.7,69.8,40.1,45.6,40,0.77,5.6,0,0,Fail,D
6.7,75.1,35.9,50.0,40,0.81,6.0,0,0,Fail,D
2.7,72.0,30.4,59.4,60,0.61,5.6,0,1,Pass,C
2.0,64.4,24.3,46.2,40,0.88,6.8,0,0,Fail,D
8.3,79.6,51.2,88.9,75,0.6,3.9,1,1,Pass,B
6.2,75.1,37.2,57.8,60,0.6,2.5,0,1,Pass,C
6.6,87.8,49.5,98.6,90,0.69,6.4,0,1,Pass,A
8.0,80.7,41.9,82.2,75,0.78,5.9,1,1,Pass,B
7.3,81.8,37.9,50.4,40,0.8,2.1,0,0,Fail,D
8.5,61.3,43.7,68.6,60,0.91,5.6,0,1,Pass,C
1.5,84.8,31.9,68.0,60,1.0,5.6,1,1,Pass,C
7.7,80.7,42.5,86.9,60,0.5,4.9,1,1,Pass,C
8.7,84.7,47.5,72.1,75,0.7,6.0,1,1,Pass,B
3.6,80.7,28.5,41.9,40,0.65,3.4,1,0,Fail,D
6.8,67.9,49.5,81.2,75,0.65,5.6,0,1,Pass,B
3.8,92.8,37.6,69.2,60,0.94,2.0,1,1,Pass,C
6.7,96.4,55.1,86.9,90,0.56,3.7,0,1,Pass,A
1.3,92.5,38.5,86.9,90,0.64,7.4,0,1,Pass,A
6.2,80.7,35.8,86.9,40,0.83,5.6,0,0,Fail,D
2.5,83.5,49.5,42.9,40,0.69,5.6,1,0,Fail,D
6.3,96.6,49.1,82.2,75,0.55,5.1,0,1,Pass,B
2.6,72.8,42.1,98.7,90,0.97,7.7,0,1,Pass,A
3.1,92.8,35.5,86.9,60,0.56,4.8,1,1,Pass,C
5.4,60.4,33.5,55.6,60,0.68,6.3,0,1,Pass,C
9.2,60.1,39.2,49.4,40,0.93,5.2,0,0,Fail,D
2.9,90.4,32.0,57.2,60,0.8,1.7,0,1,Pass,C
2.3,90.5,31.6,59.7,60,0.55,5.0,1,1,Pass,C
7.8,91.6,49.5,65.4,60,0.51,7.0,0,1,Pass,C
5.5,97.2,44.5,79.3,75,0.51,5.9,1,1,Pass,B
9.2,80.7,49.5,56.4,40,0.68,5.6,0,0,Fail,D
2.3,69.3,24.5,43.1,40,0.93,2.9,0,0,Fail,D
6.8,96.1,41.9,62.4,60,0.86,5.1,1,1,Pass,C
6.7,67.1,40.3,91.3,90,0.69,5.5,0,1,Pass,A
2.4,87.3,34.5,69.9,60,0.77,4.0,0,1,Pass,C
6.7,81.2,51.9,97.9,90,0.97,5.0,0,1,Pass,A
6.3,80.7,40.0,86.9,40,0.96,1.3,0,0,Fail,D
7.8,71.4,39.7,56.6,60,0.93,2.0,1,1,Pass,C
3.8,80.8,49.5,76.4,40,0.51,5.1,0,0,Fail,D
5.0,80.7,43.9,81.7,75,0.55,3.6,0,1,Pass,B
6.7,80.7,39.7,86.9,75,0.86,3.4,0,1,Pass,B
9.9,84.9,51.2,76.2,75,0.6,5.6,0,1,Pass,B
3.6,79.8,49.5,85.3,75,0.77,3.5,0,1,Pass,B
6.3,71.9,39.7,83.6,75,0.65,1.1,1,1,Pass,B
4.2,80.7,27.7,42.6,40,0.7,5.6,0,0,Fail,D
6.1,76.4,46.3,88.2,75,0.62,6.4,0,1,Pass,B
3.3,61.1,34.3,86.9,75,0.81,4.6,1,1,Pass,B
9.2,68.4,44.3,63.5,60,0.93,3.3,1,1,Pass,C
3.4,77.3,36.2,72.3,75,0.57,1.8,1,1,Pass,B
6.7,80.7,48.9,76.7,75,0.6,7.3,0,1,Pass,B
6.7,61.8,24.7,49.0,40,0.86,3.4,1,0,Fail,D
6.9,83.6,41.7,65.0,60,0.85,2.6,0,1,Pass,C
9.2,82.0,44.6,60.1,60,0.98,5.6,0,1,Pass,C
2.5,80.7,29.6,61.0,60,0.96,6.8,0,1,Pass,C
9.7,97.7,42.8,86.9,75,0.82,3.4,0,1,Pass,B
6.7,80.7,31.5,49.6,40,0.63,4.3,1,0,Fail,D
9.5,80.7,43.3,86.9,40,0.71,1.6,0,0,Fail,D
7.1,60.0,38.9,62.4,60,0.93,3.0,0,1,Pass,C
3.7,95.3,45.0,86.9,90,0.87,5.1,1,1,Pass,A
6.7,60.8,49.5,52.4,40,0.53,5.0,0,0,Fail,D
3.7,90.3,35.9,86.9,60,0.78,7.2,1,1,Pass,C
1.8,74.5,28.7,58.7,60,0.91,2.3,1,1,Pass,C
2.3,80.7,39.7,87.2,90,0.6,5.1,0,1,Pass,A
6.7,76.1,49.5,43.0,40,0.61,6.3,0,0,Fail,D
6.7,62.8,31.4,86.9,40,0.79,5.8,0,0,Fail,D
8.2,90.7,41.2,52.6,40,0.57,5.9,0,0,Fail,D
2.3,80.7,40.8,99.6,90,0.8,5.6,0,1,Pass,A
2.2,96.9,36.4,74.2,75,0.97,7.4,0,1,Pass,B
6.8,62.0,34.3,48.3,40,0.95,3.8,1,0,Fail,D
2.8,80.7,30.4,86.9,60,0.96,5.0,0,1,Pass,C
1.9,88.9,27.7,50.1,40,0.67,8.0,0,0,Fail,D
2.5,75.7,26.8,47.5,40,0.56,1.9,1,0,Fail,D
9.3,68.7,51.8,87.8,75,0.93,5.9,1,1,Pass,B
8.4,90.4,46.8,69.7,60,0.74,5.9,0,1,Pass,C
6.7,91.4,49.5,77.9,75,0.93,6.1,0,1,Pass,B
6.9,96.9,41.5,59.9,40,0.52,5.4,0,0,Fail,D
5.8,75.0,41.1,86.9,40,0.74,7.4,1,0,Fail,D
7.1,80.3,38.9,55.5,60,0.79,5.3,1,1,Pass,C
7.1,74.5,39.2,86.9,75,0.54,6.2,1,1,Pass,B
6.7,70.3,44.2,79.1,75,0.93,7.3,0,1,Pass,B
3.4,80.7,30.5,86.9,40,0.87,5.6,0,0,Fail,D
1.4,80.7,33.3,77.0,75,0.93,5.6,0,1,Pass,B
6.3,77.1,45.2,91.1,90,0.51,6.2,0,1,Pass,A
9.0,76.1,39.8,47.2,40,0.51,3.7,0,0,Fail,D
6.1,88.5,49.2,93.8,90,0.8,1.0,0,1,Pass,A
8.5,80.7,40.1,76.4,40,0.71,4.0,0,0,Fail,D
9.9,86.7,46.7,60.9,60,0.56,6.7,0,1,Pass,C
6.3,80.7,35.9,86.9,75,0.58,1.5,0,1,Pass,B
7.2,91.2,45.6,73.6,75,0.77,7.6,1,1,Pass,B
7.1,80.7,36.5,45.8,40,0.97,2.4,0,0,Fail,D
9.8,80.7,52.2,87.9,90,0.93,5.6,1,1,Pass,A
9.9,63.8,49.5,86.9,90,0.61,5.1,0,1,Pass,A
6.7,61.5,41.9,50.9,40,0.77,6.4,0,0,Fail,D
3.2,80.7,42.3,93.7,90,0.76,2.6,1,1,Pass,A
6.7,93.0,47.7,86.9,75,0.93,5.4,1,1,Pass,B
2.0,80.7,49.5,96.2,90,0.5,1.6,0,1,Pass,A
8.0,75.4,38.7,50.6,40,0.89,5.6,0,0,Fail,D
6.7,96.4,54.3,87.5,90,0.98,5.4,1,1,Pass,A
4.4,93.5,31.2,43.6,40,0.8,3.5,1,0,Fail,D
6.7,86.6,50.0,93.0,90,0.54,5.8,0,1,Pass,A
4.9,70.7,41.0,80.4,75,0.93,1.1,1,1,Pass,B
6.7,64.7,34.9,86.9,60,0.93,4.7,0,1,Pass,C
6.7,60.6,29.1,51.4,40,0.95,2.3,0,0,Fail,D
7.9,64.3,48.9,89.0,90,0.9,4.1,0,1,Pass,A
9.4,71.7,48.8,76.2,75,0.53,1.6,1,1,Pass,B
6.3,80.7,45.7,86.9,60,0.93,6.1,1,1,Pass,C
2.6,80.7,31.4,66.6,60,0.93,7.8,0,1,Pass,C
8.9,65.4,51.2,89.6,90,0.66,2.7,1,1,Pass,A
7.6,67.2,40.0,60.3,60,0.93,5.6,1,1,Pass,C
3.3,85.3,28.8,45.4,40,0.82,6.8,0,0,Fail,D
1.6,84.6,40.1,94.7,90,0.66,5.3,1,1,Pass,A
6.7,82.0,34.0,76.4,60,0.91,1.3,0,1,Pass,C
6.7,70.0,49.5,86.9,60,0.8,1.8,0,1,Pass,C
6.7,74.8,49.5,52.3,40,0.93,6.8,1,0,Fail,D
7.5,63.9,49.5,93.8,90,0.93,5.6,0,1,Pass,A
3.3,80.7,29.4,53.1,40,0.51,7.0,0,0,Fail,D
7.5,95.9,49.5,78.2,75,0.83,1.9,1,1,Pass,B
1.3,99.2,40.4,92.8,90,0.58,3.4,1,1,Pass,A
6.7,85.9,30.0,42.1,40,0.85,6.5,0,0,Fail,D
6.7,96.7,49.5,89.7,90,0.93,2.4,0,1,Pass,A
2.3,85.7,32.6,64.6,60,0.55,7.8,1,1,Pass,C
8.4,80.7,49.5,79.5,75,0.56,5.6,1,1,Pass,B
3.1,99.9,49.5,86.9,60,0.86,7.4,0,1,Pass,C
6.9,64.0,44.7,81.7,75,0.88,5.6,1,1,Pass,B
4.6,87.3,34.5,55.3,60,0.96,2.2,0,1,Pass,C
6.4,70.1,32.2,41.3,40,0.6,5.1,0,0,Fail,D
2.0,75.7,40.6,96.9,90,0.71,1.0,1,1,Pass,A
1.2,85.8,23.3,41.0,40,0.72,3.7,1,0,Fail,D
6.7,77.5,53.0,89.4,90,0.65,5.9,1,1,Pass,A
3.4,70.0,28.8,50.1,40,0.59,4.1,0,0,Fail,D
8.4,73.4,43.2,76.4,60,0.85,5.6,0,1,Pass,C
10.0,73.7,54.2,89.3,90,0.84,3.0,0,1,Pass,A
2.9,80.7,31.4,52.4,40,0.9,1.8,1,0,Fail,D
3.4,80.7,43.6,91.9,90,0.58,5.6,1,1,Pass,A
7.0,78.3,42.8,69.9,60,0.71,7.7,1,1,Pass,C
9.7,68.0,49.5,62.0,60,0.98,5.6,1,1,Pass,C
9.2,92.4,49.5,79.7,75,0.88,3.9,0,1,Pass,B
5.5,80.7,35.8,60.5,60,0.52,2.6,0,1,Pass,C
8.2,80.7,41.5,60.8,60,0.67,1.6,1,1,Pass,C
6.7,74.6,37.1,86.9,75,0.87,3.6,1,1,Pass,B
9.8,95.2,46.7,58.6,60,0.95,2.8,1,1,Pass,C
9.7,65.3,49.5,52.0,40,0.93,2.8,0,0,Fail,D
2.5,64.9,38.0,88.5,90,0.93,6.2,0,1,Pass,A
3.7,79.8,49.5,88.3,90,0.52,1.5,0,1,Pass,A
6.7,80.7,49.5,69.9,60,0.88,5.6,1,1,Pass,C
3.4,82.7,49.5,71.6,75,0.82,1.7,0,1,Pass,B
8.3,78.1,49.5,81.8,75,0.69,1.5,0,1,Pass,B
6.7,77.4,37.7,70.6,75,0.95,4.4,0,1,Pass,B
1.8,64.5,29.6,65.0,60,0.93,1.0,1,1,Pass,C
4.1,65.6,44.7,99.7,90,0.82,7.6,0,1,Pass,A
6.7,92.8,43.6,86.9,75,0.7,6.4,1,1,Pass,B
6.7,95.4,45.6,75.6,75,0.93,6.6,0,1,Pass,B
4.7,69.4,49.5,86.9,90,0.92,5.6,0,1,Pass,A
2.5,64.5,35.8,81.2,75,0.61,5.0,0,1,Pass,B
9.9,62.1,53.9,92.9,90,0.93,4.8,0,1,Pass,A
8.4,84.3,43.3,60.2,60,0.8,7.5,0,1,Pass,C
3.5,88.6,32.8,86.9,60,0.7,7.9,1,1,Pass,C
1.6,74.9,38.0,91.1,90,0.88,6.4,0,1,Pass,A
1.5,80.7,49.5,63.6,60,0.72,5.1,0,1,Pass,C
2.1,88.5,37.8,82.6,75,0.91,7.6,1,1,Pass,B
6.2,97.4,49.5,86.9,40,0.97,1.6,0,0,Fail,D
9.4,80.7,50.7,85.4,90,0.91,5.1,0,1,Pass,A
5.5,67.7,39.6,72.9,75,0.84,7.9,1,1,Pass,B
8.6,62.7,40.3,56.1,60,0.86,2.7,0,1,Pass,C
5.0,94.7,40.4,69.7,60,0.76,5.6,1,1,Pass,C
7.4,91.7,48.5,81.8,75,0.58,7.5,0,1,Pass,B
7.6,83.0,35.7,40.7,40,0.94,3.2,1,0,Fail,D
2.6,63.3,35.0,78.2,75,0.95,4.8,0,1,Pass,B
6.7,70.9,37.4,72.5,75,0.71,7.9,1,1,Pass,B
6.7,71.9,36.6,86.9,75,0.81,2.0,1,1,Pass,B
6.7,82.4,37.0,85.2,90,0.51,5.6,1,1,Pass,A
4.3,70.3,33.1,86.9,60,0.93,5.0,0,1,Pass,C
5.8,62.9,34.9,56.6,60,0.54,1.8,1,1,Pass,C
10.0,89.2,49.4,86.9,60,0.51,3.3,0,1,Pass,C
5.3,72.0,42.0,80.6,75,0.72,5.6,0,1,Pass,B
8.3,78.1,53.1,95.7,90,0.55,5.7,1,1,Pass,A
4.9,65.1,30.9,48.5,40,0.67,5.7,1,0,Fail,D
8.2,92.1,44.7,63.8,60,0.51,2.1,0,1,Pass,C
6.4,82.6,34.3,44.0,40,0.53,5.6,1,0,Fail,D
9.0,96.1,53.3,85.5,90,0.94,3.4,0,1,Pass,A
4.7,79.8,37.4,66.9,60,0.9,4.7,0,1,Pass,C
6.4,80.7,41.9,86.9,40,0.7,3.7,0,0,Fail,D
6.7,95.7,40.8,59.3,60,0.71,4.6,0,1,Pass,C
4.8,83.1,45.1,90.7,90,0.57,4.3,1,1,Pass,A
2.3,80.7,36.0,72.1,75,0.72,5.6,0,1,Pass,B
1.8,72.9,39.9,96.6,90,0.92,7.6,1,1,Pass,A
6.7,74.6,23.3,44.7,40,0.93,5.6,0,0,Fail,D
8.9,61.8,45.2,70.9,75,0.91,5.1,1,1,Pass,B
3.1,83.6,40.4,86.0,90,0.93,5.6,0,1,Pass,A
2.9,88.9,37.5,76.0,75,0.92,5.6,1,1,Pass,B
7.6,90.9,36.7,86.9,75,0.6,6.7,1,1,Pass,B
3.9,66.0,43.9,86.9,75,0.87,7.9,0,1,Pass,B
5.6,80.7,36.3,57.9,60,0.64,4.9,0,1,Pass,C
2.5,67.1,28.2,55.0,60,0.7,6.7,1,1,Pass,C
9.6,86.5,48.6,69.1,60,0.61,1.1,0,1,Pass,C
8.7,66.3,45.8,72.5,75,0.8,4.8,0,1,Pass,B
8.8,96.2,53.0,86.0,75,0.89,5.2,1,1,Pass,B
4.7,69.2,35.4,86.9,60,0.52,1.0,0,1,Pass,C
7.9,80.7,42.9,66.4,60,0.73,1.7,0,1,Pass,C
2.3,94.0,35.6,72.1,75,0.93,7.1,0,1,Pass,B
6.3,78.3,29.1,63.7,60,0.93,4.9,0,1,Pass,C
6.7,61.0,37.0,94.9,90,0.76,3.2,0,1,Pass,A
6.3,79.8,47.9,91.1,90,0.84,7.6,1,1,Pass,A
5.1,80.7,36.7,67.3,60,0.87,5.7,1,1,Pass,C
6.7,80.7,33.3,40.0,40,0.65,4.6,0,0,Fail,D
1.1,83.5,49.5,86.9,90,0.64,2.6,0,1,Pass,A
4.8,70.3,30.9,47.5,40,0.69,5.6,0,0,Fail,D
6.7,82.5,39.7,86.9,40,0.93,6.2,0,0,Fail,D
5.0,63.1,49.5,49.1,40,0.91,5.6,1,0,Fail,D
7.6,92.0,49.5,50.8,40,0.96,5.6,0,0,Fail,D
3.1,80.7,42.4,88.2,90,0.97,7.1,1,1,Pass,A
6.7,95.0,48.5,86.9,75,0.52,1.9,1,1,Pass,B
6.3,73.7,49.2,97.4,90,0.93,7.8,0,1,Pass,A
6.7,80.7,29.3,86.9,40,0.87,3.1,1,0,Fail,D
3.1,61.4,33.1,69.1,60,0.64,6.6,1,1,Pass,C
6.7,86.1,51.6,98.6,90,0.72,5.6,1,1,Pass,A
8.5,81.4,52.0,89.6,90,0.54,7.3,1,1,Pass,A
4.7,78.4,42.4,83.7,75,0.68,5.0,0,1,Pass,B
3.3,80.7,31.6,51.3,40,0.72,4.6,0,0,Fail,D
8.8,66.7,41.9,86.2,75,0.73,1.2,0,1,Pass,B
7.0,80.7,38.3,60.9,60,0.79,5.6,0,1,Pass,C
